objective_number,objective_title,objective_repo,issue_number,issue_title,issue_repo,depth,pr_number,pr_title,pr_repo,pr_state,pr_url
1397,PI 26.3 Objective 6: Security and Infrastructure Maintenance,NASA-IMPACT/active-maap-sprint,1397,PI 26.3 Objective 6: Security and Infrastructure Maintenance,NASA-IMPACT/active-maap-sprint,0,,,,,
1397,PI 26.3 Objective 6: Security and Infrastructure Maintenance,NASA-IMPACT/active-maap-sprint,1400,Github Actions Deployment Using SHA Values,NASA-IMPACT/active-maap-sprint,1,144,"fix(security): add dependabot, use GHA SHA values",MAAP-Project/biomass-dashboard-datasets,OPEN,https://github.com/MAAP-Project/biomass-dashboard-datasets/pull/144
1397,PI 26.3 Objective 6: Security and Infrastructure Maintenance,NASA-IMPACT/active-maap-sprint,1400,Github Actions Deployment Using SHA Values,NASA-IMPACT/active-maap-sprint,1,119,"fix(security): update packages, add dependabot, use GHA SHA values",MAAP-Project/biomass-earthdata-dashboard,OPEN,https://github.com/MAAP-Project/biomass-earthdata-dashboard/pull/119
1397,PI 26.3 Objective 6: Security and Infrastructure Maintenance,NASA-IMPACT/active-maap-sprint,1400,Github Actions Deployment Using SHA Values,NASA-IMPACT/active-maap-sprint,1,8,"fix(security): add dependabot, use GHA SHA values",MAAP-Project/discover.maap-project.org,MERGED,https://github.com/MAAP-Project/discover.maap-project.org/pull/8
1397,PI 26.3 Objective 6: Security and Infrastructure Maintenance,NASA-IMPACT/active-maap-sprint,1400,Github Actions Deployment Using SHA Values,NASA-IMPACT/active-maap-sprint,1,169,fix(security): use GHA SHA values,MAAP-Project/gedi-subsetter,MERGED,https://github.com/MAAP-Project/gedi-subsetter/pull/169
1397,PI 26.3 Objective 6: Security and Infrastructure Maintenance,NASA-IMPACT/active-maap-sprint,1400,Github Actions Deployment Using SHA Values,NASA-IMPACT/active-maap-sprint,1,16,fix(security): add dependabot,MAAP-Project/maap-email-forwarder,MERGED,https://github.com/MAAP-Project/maap-email-forwarder/pull/16
1397,PI 26.3 Objective 6: Security and Infrastructure Maintenance,NASA-IMPACT/active-maap-sprint,1400,Github Actions Deployment Using SHA Values,NASA-IMPACT/active-maap-sprint,1,99,chore: replace version tag with SHA value,MAAP-Project/maap-eoapi,MERGED,https://github.com/MAAP-Project/maap-eoapi/pull/99
1397,PI 26.3 Objective 6: Security and Infrastructure Maintenance,NASA-IMPACT/active-maap-sprint,1400,Github Actions Deployment Using SHA Values,NASA-IMPACT/active-maap-sprint,1,6,chore: replace version tag with SHA value,MAAP-Project/maap-statuspage,MERGED,https://github.com/MAAP-Project/maap-statuspage/pull/6
1397,PI 26.3 Objective 6: Security and Infrastructure Maintenance,NASA-IMPACT/active-maap-sprint,1401,Update Repositories to Use Dependabot,NASA-IMPACT/active-maap-sprint,1,,,,,
1397,PI 26.3 Objective 6: Security and Infrastructure Maintenance,NASA-IMPACT/active-maap-sprint,1415,Enable Dependabot Alerts and Security Updates,NASA-IMPACT/active-maap-sprint,1,,,,,
1397,PI 26.3 Objective 6: Security and Infrastructure Maintenance,NASA-IMPACT/active-maap-sprint,1416,Add CODEOWNERS Configuration to Repositories,NASA-IMPACT/active-maap-sprint,1,,,,,
1397,PI 26.3 Objective 6: Security and Infrastructure Maintenance,NASA-IMPACT/active-maap-sprint,1417,Use GitHub Teams Managed Access,NASA-IMPACT/active-maap-sprint,1,,,,,
1397,PI 26.3 Objective 6: Security and Infrastructure Maintenance,NASA-IMPACT/active-maap-sprint,735,Swap maap-eoapi Infrastructure as Code,NASA-IMPACT/active-maap-sprint,1,108,chore: rewrite project structure,MAAP-Project/maap-eoapi,MERGED,https://github.com/MAAP-Project/maap-eoapi/pull/108
1398,PI 26.3 Objective 7: AWS Account Consolidation,NASA-IMPACT/active-maap-sprint,1398,PI 26.3 Objective 7: AWS Account Consolidation,NASA-IMPACT/active-maap-sprint,0,,,,,
1398,PI 26.3 Objective 7: AWS Account Consolidation,NASA-IMPACT/active-maap-sprint,1404,Migrate Manually Created Data Buckets to SMDC,NASA-IMPACT/active-maap-sprint,1,,,,,
1398,PI 26.3 Objective 7: AWS Account Consolidation,NASA-IMPACT/active-maap-sprint,1406,Transfer Registered Domains (scimaap),NASA-IMPACT/active-maap-sprint,1,,,,,
